subject,male_y_dropout,male_y_gain,female_x_gain,female_x_loss,has_full_chrom,has_multi_band,high_variance,upd
HG03517,0,0,0,0,0,0,0,0
HG03518,0,0,0,0,0,0,0,0
HG03520,0,0,0,0,0,0,0,0
HG03521,0,0,0,0,0,1,0,0
HG03538,0,0,0,0,0,0,0,0
HG03539,0,0,0,0,0,0,0,0
HG03547,0,0,0,0,0,0,0,0
HG03548,0,0,0,0,0,0,0,0
HG03556,0,0,0,0,0,0,0,0
HG03557,0,0,0,0,0,0,0,0
HG03558,0,0,0,0,0,0,0,0
HG03559,0,0,0,0,0,0,0,0
HG03563,0,0,0,0,0,0,0,0
HG03565,0,0,0,0,0,0,0,0
HG03567,0,0,0,0,0,0,0,0
HG03571,0,0,0,0,0,0,0,0
HG03572,0,0,0,0,0,0,0,0
HG03575,0,0,0,0,0,0,0,0
HG03577,0,0,0,0,0,0,0,0
HG03578,0,0,0,0,0,0,0,0
HG03583,0,0,0,0,0,0,0,0
HG03585,0,0,0,0,0,0,0,0
HG03589,0,0,0,0,0,0,0,0
HG03593,0,0,0,0,0,0,0,0
HG03594,0,0,0,0,0,0,0,0
HG03595,0,0,0,0,0,0,0,0
HG03598,0,0,0,0,0,0,0,0
HG03600,0,0,0,0,0,0,0,0
HG03603,0,0,0,0,0,0,0,0
HG03604,0,0,0,0,0,0,0,0
HG03607,0,0,0,0,0,0,0,0
HG03611,0,0,0,0,0,0,0,0
HG03615,1,0,0,0,0,0,0,0
HG03616,0,0,0,0,0,0,0,0
HG03619,0,0,0,0,0,0,0,0
HG03624,0,0,0,0,0,0,0,0
HG03625,0,0,0,0,0,0,0,0
HG03629,0,0,0,0,0,0,0,0
HG03631,0,0,0,0,0,0,0,0
HG03634,0,0,0,1,0,0,1,0
HG03636,0,0,0,0,0,0,0,0
HG03640,0,0,0,0,0,0,0,0
HG03642,0,0,0,0,0,0,0,0
HG03643,0,0,0,0,0,0,1,0
HG03644,0,0,0,0,0,0,1,0
HG03645,0,0,0,0,0,0,0,0
HG03646,0,0,0,0,0,0,0,0
HG03649,0,0,0,0,0,0,0,0
HG03652,0,0,0,0,0,0,0,0
HG03653,0,0,0,0,0,0,0,0
HG03660,0,0,0,0,0,0,0,0
HG03663,0,0,0,0,0,0,0,0
HG03667,0,0,0,0,0,0,0,0
HG03668,0,0,0,0,0,0,0,0
HG03672,0,0,0,0,0,0,0,0
HG03673,0,0,0,0,0,0,0,0
HG03679,0,0,0,0,0,0,0,0
HG03680,0,0,0,0,0,0,0,0
HG03681,0,0,0,0,0,0,0,0
HG03684,0,0,0,0,0,0,0,0
HG03685,0,0,0,0,0,0,0,0
HG03686,0,0,0,0,0,0,0,0
HG03687,0,0,0,0,0,0,0,0
HG03689,0,0,0,0,0,0,0,0
HG03690,0,0,0,0,0,0,0,0
HG03691,0,0,0,0,0,0,0,0
HG03692,0,0,0,0,0,0,0,0
HG03693,0,0,0,0,0,0,0,0
HG03694,0,0,0,0,0,0,0,0
HG03695,0,0,0,0,0,0,0,0
HG03696,0,0,0,0,0,0,0,0
HG03697,0,0,0,0,0,0,0,0
HG03698,0,0,0,0,0,0,0,0
HG03702,0,0,0,0,0,0,0,0
HG03703,0,0,0,0,0,0,0,0
HG03705,0,0,0,0,0,0,0,0
HG03706,0,0,0,0,0,0,0,0
HG03708,0,0,0,0,0,0,0,0
HG03709,0,0,0,0,0,0,0,0
HG03711,0,0,0,0,0,0,0,0
HG03713,0,0,0,0,0,0,1,0
HG03714,0,0,0,0,0,0,0,0
HG03716,0,0,0,0,0,0,0,0
HG03717,0,0,0,0,0,0,0,0
HG03718,0,0,0,0,0,0,0,0
HG03720,0,0,0,0,0,0,0,0
HG03722,0,0,0,0,0,0,0,0
HG03727,0,0,0,0,0,0,0,0
HG03729,0,0,0,0,0,0,0,0
HG03730,0,0,0,0,0,0,0,0
HG03731,0,0,0,0,0,0,0,0
HG03733,0,0,0,0,0,0,0,0
HG03736,0,0,0,0,0,0,0,0
HG03738,0,0,0,0,0,0,0,0
HG03740,0,0,0,0,0,0,0,0
HG03741,0,0,0,0,0,0,0,0
HG03742,0,0,0,0,0,0,0,0
HG03743,0,0,0,0,0,0,0,0
HG03744,0,0,0,0,0,0,0,0
HG03745,0,0,0,0,0,0,0,0
HG03746,0,0,0,0,0,0,0,0
HG03750,0,0,0,0,0,0,0,0
HG03752,0,0,0,0,0,0,0,0
HG03753,0,0,0,0,0,0,0,0
HG03754,0,0,0,0,0,0,0,0
HG03755,0,0,0,0,0,0,0,0
HG03756,0,0,0,0,0,0,0,0
HG03757,0,0,0,0,0,0,0,0
HG03760,0,0,0,0,0,0,0,0
HG03762,0,0,0,0,0,0,0,0
HG03765,0,0,0,0,0,0,0,0
HG03767,0,0,0,0,0,0,0,0
HG03770,0,0,0,0,0,0,0,0
HG03771,0,0,0,0,0,0,0,0
HG03772,0,0,0,0,0,0,0,0
HG03773,0,0,0,0,0,0,0,0
HG03774,0,0,0,0,0,0,0,0
HG03775,0,0,0,0,0,0,0,0
HG03777,0,0,0,0,0,0,0,0
HG03778,0,0,0,0,0,0,0,0
HG03779,0,0,0,0,0,0,0,0
HG03780,0,0,0,0,0,0,0,0
HG03781,0,0,0,0,0,0,0,0
HG03782,0,0,0,0,0,0,0,0
HG03784,0,0,0,0,0,0,0,0
HG03785,0,0,0,0,0,0,0,0
HG03786,0,0,0,0,0,0,0,0
HG03787,0,0,0,0,0,0,0,0
HG03788,0,0,0,0,0,0,0,0
HG03789,0,0,0,0,0,0,0,0
HG03790,0,0,0,0,0,0,0,0
HG03792,0,0,0,0,0,0,0,0
HG03793,0,0,0,0,0,0,0,0
HG03796,0,0,0,0,1,0,1,0
HG03800,0,0,0,0,0,0,0,0
HG03802,0,0,0,0,0,0,0,0
HG03803,0,0,0,0,0,0,0,0
HG03805,0,0,0,0,0,0,0,0
HG03808,0,0,0,0,0,0,0,0
HG03809,0,0,0,0,0,0,0,0
HG03812,0,0,0,0,0,0,0,0
HG03814,0,0,0,0,0,0,0,0
HG03815,0,0,0,0,0,0,0,0
HG03817,0,0,0,0,0,0,0,0
HG03821,0,0,0,0,0,0,0,0
HG03823,0,0,0,0,0,0,0,0
HG03824,0,0,0,0,0,0,0,0
HG03826,0,0,0,0,0,0,0,0
HG03829,0,0,0,0,0,0,0,0
HG03830,0,0,0,0,0,0,0,0
HG03832,0,0,0,0,0,0,0,0
HG03833,0,0,0,0,0,0,0,0
HG03836,0,0,0,0,0,0,0,0
HG03837,0,0,0,0,0,0,0,0
HG03838,0,0,0,0,0,0,0,0
HG03844,0,0,0,0,0,0,0,0
HG03846,0,0,0,0,0,0,0,0
HG03848,0,0,0,0,0,0,0,0
HG03849,0,0,0,0,0,0,0,0
HG03850,0,0,0,0,0,0,0,0
HG03851,0,0,0,0,0,0,0,0
HG03854,0,0,0,0,0,0,0,0
HG03856,0,0,0,0,0,0,0,0
HG03857,0,0,0,0,0,0,0,0
HG03858,0,0,0,0,0,0,0,0
HG03861,0,0,0,0,0,0,0,0
HG03862,0,0,0,0,0,0,0,0
HG03863,0,0,0,0,0,0,0,0
HG03864,0,0,0,0,0,0,0,0
HG03866,0,0,0,0,0,0,0,0
HG03867,0,0,0,0,0,0,0,0
HG03868,0,0,0,0,0,0,0,0
HG03869,0,0,0,0,0,1,0,0
HG03870,0,0,0,0,0,0,0,0
HG03871,0,0,0,0,0,0,0,0
HG03872,0,0,0,0,0,0,0,0
HG03873,0,0,0,0,0,0,0,0
HG03874,0,0,0,0,0,0,0,0
HG03875,0,0,0,0,0,0,0,0
HG03882,0,0,0,0,0,0,0,0
HG03884,0,0,0,0,0,0,1,0
HG03885,0,0,0,0,0,0,0,0
HG03886,0,0,0,0,0,0,0,0
HG03887,0,0,0,0,0,0,0,0
HG03888,0,0,0,0,0,0,0,0
HG03890,0,0,0,0,0,1,0,0
HG03894,0,0,0,0,0,0,0,0
HG03895,0,0,0,0,0,0,0,0
HG03896,0,0,0,0,0,0,0,0
HG03897,0,0,0,0,0,0,0,0
HG03898,0,0,0,0,0,0,0,0
HG03899,0,0,0,0,0,0,0,0
HG03900,0,0,0,0,0,0,0,0
HG03902,0,0,0,0,0,0,0,0
HG03905,0,0,0,0,0,0,0,0
HG03907,0,0,0,0,0,0,0,0
HG03908,0,0,0,0,0,0,0,0
HG03910,0,0,0,0,0,0,0,0
HG03911,0,0,0,0,0,0,0,0
HG03913,0,0,0,0,0,0,0,0
HG03914,0,0,0,0,0,0,0,0
HG03916,0,0,0,0,0,0,0,0
HG03917,0,0,0,0,0,0,0,0
HG03919,0,0,0,0,0,0,0,0
HG03920,0,0,0,0,0,0,0,0
HG03922,0,0,0,0,0,0,0,0
HG03925,0,0,0,0,0,0,0,0
HG03926,0,0,0,0,0,0,0,0
HG03928,0,0,0,0,0,1,0,0
HG03931,0,0,0,0,0,0,0,0
HG03934,0,0,0,0,0,0,0,0
HG03937,0,0,0,0,0,0,0,0
HG03940,0,0,0,0,1,0,0,0
HG03941,0,0,0,0,0,0,0,0
HG03943,0,0,0,0,0,0,0,0
HG03944,0,0,0,0,0,0,0,0
HG03945,0,0,0,0,0,0,0,0
HG03947,0,0,0,0,0,0,0,0
HG03949,0,0,0,0,0,0,0,0
HG03950,0,0,0,0,0,0,0,0
HG03951,0,0,0,0,0,0,0,0
HG03953,0,0,0,0,0,0,0,0
HG03955,0,0,0,0,0,0,0,0
HG03960,0,0,0,0,0,0,0,0
HG03963,0,0,0,0,0,0,0,0
HG03965,0,0,0,0,0,0,0,0
HG03967,0,0,0,0,0,0,0,0
HG03968,0,0,0,0,0,0,0,0
HG03969,0,0,0,0,0,0,0,0
HG03971,0,0,0,0,0,0,0,0
HG03973,0,0,0,0,0,0,0,0
HG03974,0,0,0,0,0,0,0,0
HG03976,0,0,0,0,0,0,0,0
HG03977,0,0,0,0,0,0,0,0
HG03978,0,0,0,0,0,0,0,0
HG03985,0,0,0,0,0,0,0,0
HG03986,0,0,0,0,0,0,0,0
HG03989,0,0,0,0,0,0,0,0
HG03990,0,0,0,0,0,0,0,0
HG03991,0,0,0,0,0,0,0,0
HG03995,0,0,0,0,0,0,0,0
HG03998,0,0,0,0,0,0,0,0
HG03999,0,0,0,0,0,0,0,0
HG04001,0,0,0,0,0,0,0,0
HG04002,0,0,0,0,0,0,0,0
HG04003,0,0,0,0,0,0,0,0
HG04006,0,0,0,0,0,0,0,0
HG04014,0,0,0,0,0,0,0,0
HG04015,0,0,0,0,0,0,0,0
HG04017,0,0,0,0,0,0,0,0
HG04018,0,0,0,0,0,0,0,0
HG04019,0,0,0,0,0,0,0,0
HG04020,0,0,0,0,0,0,0,0
HG04022,0,0,0,0,0,0,0,0
HG04023,0,0,0,0,0,0,0,0
HG04025,0,0,0,0,0,0,0,0
HG04026,0,0,0,0,0,0,0,0
HG04029,0,0,0,0,0,0,0,0
HG04033,0,0,0,0,0,0,0,0
HG04035,0,0,0,0,0,0,0,0
HG04038,0,0,0,0,0,0,0,0
HG04039,0,0,0,0,0,0,0,0
HG04042,0,0,0,0,0,0,0,0
HG04047,0,0,0,0,0,0,0,0
HG04054,0,0,0,0,0,0,0,0
HG04056,0,0,0,0,0,0,0,0
HG04059,0,0,0,0,0,0,0,0
HG04060,0,0,0,0,0,0,0,0
HG04061,0,0,0,0,0,0,0,0
HG04062,0,0,0,0,0,0,0,0
HG04063,0,0,0,0,0,0,0,0
HG04070,0,0,0,0,0,0,0,0
HG04075,0,0,0,0,0,0,0,0
HG04076,0,0,0,0,0,0,0,0
HG04080,0,0,0,0,0,0,0,0
HG04090,0,0,0,0,0,0,0,0
HG04093,0,0,0,0,0,0,0,0
HG04094,0,0,0,0,0,0,0,0
HG04096,0,0,0,0,0,0,0,0
HG04098,0,0,0,0,0,0,0,0
HG04099,0,0,0,0,0,0,0,0
HG04100,0,0,0,0,0,0,0,0
HG04106,0,0,0,0,0,0,0,0
HG04107,0,0,0,0,0,0,0,0
HG04118,0,0,0,0,0,0,0,0
HG04131,0,0,0,0,0,0,0,0
HG04134,0,0,0,0,0,0,0,0
HG04140,0,0,0,0,0,0,0,0
HG04141,0,0,0,0,0,0,0,0
HG04144,0,0,0,0,0,0,0,0
HG04146,0,0,0,0,0,0,0,0
HG04152,0,0,0,0,0,0,0,0
HG04153,0,0,0,0,0,0,0,0
HG04155,0,0,0,0,0,0,0,0
HG04156,0,0,0,0,0,0,0,0
HG04158,0,0,0,0,0,0,0,0
HG04159,0,0,0,0,0,0,0,0
HG04161,0,0,0,0,0,1,0,0
HG04162,0,0,0,0,0,0,0,0
HG04164,0,0,0,0,0,0,0,0
HG04171,0,0,0,0,0,0,0,0
HG04173,0,0,0,0,0,0,0,0
HG04176,0,0,0,0,0,0,0,0
HG04177,0,0,0,0,0,0,0,0
HG04180,0,0,0,0,0,0,0,0
HG04182,0,0,0,0,0,0,0,0
HG04183,0,0,0,0,0,0,0,0
HG04185,0,0,0,0,0,0,0,0
HG04186,0,0,0,0,0,0,0,0
HG04188,0,0,0,0,0,0,0,0
HG04189,0,0,0,0,0,0,0,0
HG04194,0,0,0,0,0,0,0,0
HG04195,0,0,0,0,0,0,0,0
HG04198,0,0,0,0,1,0,0,0
HG04200,0,0,0,0,0,0,0,0
HG04202,0,0,0,1,0,0,0,0
HG04206,0,0,0,0,0,0,0,0
HG04209,0,0,0,0,0,0,0,0
HG04210,0,0,0,0,0,0,0,0
HG04211,0,0,0,0,0,0,0,0
HG04212,0,0,0,0,0,0,0,0
HG04214,0,0,0,0,0,0,0,0
HG04216,0,0,0,0,0,0,0,0
HG04219,0,0,0,0,0,0,0,0
HG04222,0,0,0,0,0,0,0,0
HG04225,0,0,0,0,0,0,0,0
HG04227,0,0,0,0,1,0,0,0
HG04229,0,0,0,0,0,0,0,0
HG04235,0,0,0,0,0,0,0,0
HG04238,0,0,0,0,0,0,0,0
HG04239,0,0,0,0,0,0,0,0
NA06984,0,0,0,0,0,1,0,0
NA06985,0,0,0,0,0,0,0,0
NA06986,0,0,0,0,0,0,0,0
NA06989,0,0,0,0,0,0,0,0
NA06994,0,0,0,0,0,0,0,0
NA07000,0,0,0,0,0,0,0,0
NA07037,0,0,0,0,0,1,0,0
NA07048,0,0,0,0,0,0,0,0
NA07051,0,0,0,0,0,0,0,0
NA07056,0,0,0,0,0,0,0,0
NA07347,0,0,0,0,0,0,0,0
NA07357,0,0,0,0,0,0,0,0
NA10847,0,0,0,0,0,0,0,0
NA10851,0,0,0,0,0,0,0,0
NA11829,0,0,0,0,0,0,0,0
NA11830,0,0,0,0,0,0,0,0
NA11831,0,0,0,0,0,0,0,0
NA11832,0,0,0,0,0,0,0,0
NA11840,0,0,0,0,0,0,0,0
NA11843,0,0,0,0,0,1,0,0
NA11881,0,0,0,0,0,0,0,0
NA11892,0,0,0,0,0,0,0,0
NA11893,0,0,0,0,0,0,0,0
NA11894,0,0,0,0,0,0,0,0
NA11918,0,0,0,0,0,0,0,0
NA11919,0,0,0,0,0,0,0,0
NA11920,0,0,0,0,0,1,0,0
NA11930,0,0,0,0,0,0,0,0
NA11931,0,0,0,0,0,0,0,0
NA11932,0,0,0,0,0,0,0,0
NA11933,0,0,0,1,0,0,0,0
NA11992,0,1,0,0,0,1,0,0
NA11994,0,0,0,0,0,0,0,0
NA11995,0,0,0,0,0,0,0,0
NA12003,0,0,0,0,0,0,0,0
NA12004,0,0,0,0,0,0,0,0
NA12005,0,0,0,0,0,0,0,0
NA12006,0,0,0,0,0,0,1,0
NA12043,0,0,0,0,0,0,0,0
NA12044,0,0,0,0,0,0,0,0
NA12045,0,0,0,0,0,0,0,0
NA12046,0,0,0,0,0,1,0,0
NA12058,0,0,0,0,0,1,0,0
NA12144,0,0,0,0,0,0,0,0
NA12154,0,0,0,0,0,0,0,0
NA12155,0,0,0,0,0,0,0,0
NA12156,0,0,0,0,1,0,0,0
NA12234,0,0,0,0,0,0,0,0
NA12249,0,0,0,0,0,0,0,0
NA12272,0,0,0,0,0,0,0,0
NA12273,0,0,0,0,0,0,0,0
NA12275,0,0,0,0,0,0,0,0
NA12282,0,0,0,0,0,0,0,0
NA12283,0,0,0,0,0,0,0,0
NA12286,0,0,0,0,0,0,0,0
NA12287,0,0,0,0,0,0,0,0
NA12340,0,0,0,0,0,1,0,0
NA12341,0,0,0,0,0,1,0,0
NA12342,0,0,0,0,0,1,0,0
NA12347,0,0,0,0,0,0,0,0
NA12348,0,0,0,0,0,0,0,0
NA12383,0,0,0,0,0,0,0,0
NA12399,0,0,0,0,0,0,0,0
NA12400,0,0,0,0,0,0,0,0
NA12413,0,0,0,0,0,0,0,0
NA12414,0,0,0,0,0,0,0,0
NA12489,0,0,0,0,0,0,0,0
NA12546,0,0,0,0,0,0,0,0
NA12716,0,0,0,0,0,0,0,0
NA12717,0,0,0,0,0,1,0,0
NA12718,0,0,0,0,0,0,0,0
NA12748,0,0,0,0,0,1,0,0
NA12749,0,0,0,0,0,0,1,0
NA12750,0,0,0,0,0,0,0,0
NA12751,0,0,0,0,0,0,0,0
NA12760,0,0,0,0,0,0,0,0
NA12761,0,0,0,0,0,0,0,0
NA12762,0,0,0,0,0,0,0,0
NA12763,0,0,0,0,0,0,0,0
NA12775,0,0,0,0,0,0,0,0
NA12776,0,0,0,0,0,0,0,0
NA12777,0,0,0,0,0,0,1,0
NA12778,0,0,0,0,0,0,0,0
NA12812,0,0,0,0,0,0,0,0
NA12813,0,0,0,0,0,0,0,0
NA12814,0,0,0,0,0,1,1,0
NA12815,0,0,0,0,0,0,0,0
NA12827,0,0,0,0,0,0,0,0
NA12828,0,0,0,0,0,0,0,0
NA12829,0,0,0,0,0,0,0,0
NA12830,0,0,0,0,0,0,0,0
NA12842,0,0,0,0,0,0,0,0
NA12843,0,0,0,0,0,0,0,0
NA12872,0,0,0,0,0,0,0,0
NA12873,0,0,0,0,0,0,0,0
NA12874,0,0,0,0,0,0,0,1
NA12878,0,0,0,0,0,0,0,0
NA12889,0,0,0,0,0,0,0,0
NA12890,0,0,0,0,0,0,0,0
NA18486,0,0,0,0,0,0,0,0
NA18488,0,0,0,0,0,0,0,0
NA18489,0,0,0,0,0,0,0,0
NA18498,0,0,0,0,0,0,0,0
NA18499,0,0,0,0,0,0,0,0
NA18501,0,0,0,0,0,0,0,0
NA18502,0,0,0,0,0,0,0,0
NA18504,0,0,0,0,0,0,0,0
NA18505,0,0,0,0,0,0,0,0
NA18507,0,0,0,0,0,0,0,0
NA18508,0,0,0,0,0,0,0,0
NA18510,0,0,0,0,0,0,0,0
NA18511,0,0,0,0,0,0,0,0
NA18516,0,0,0,0,0,0,0,0
NA18517,0,0,0,0,0,0,0,0
NA18519,0,0,0,0,0,0,0,0
NA18520,0,0,0,1,0,0,1,0
NA18522,0,0,0,0,0,1,0,0
NA18523,0,0,0,0,0,1,0,0
NA18525,0,0,0,0,0,0,0,0
NA18526,0,0,0,0,0,0,0,0
NA18528,0,0,0,0,0,0,0,0
NA18530,0,0,0,0,0,0,0,0
NA18531,0,0,0,0,0,0,0,0
NA18532,0,0,0,0,0,0,0,0
NA18533,0,0,0,0,0,0,0,0
NA18534,0,0,0,0,0,0,0,0
NA18535,0,0,0,0,0,0,0,0
NA18536,0,0,0,0,0,0,0,0
NA18537,0,0,0,0,0,0,0,0
NA18538,0,0,0,0,0,0,0,0
NA18539,0,0,0,0,0,0,0,0
NA18541,0,0,0,0,0,0,0,0
NA18542,0,0,0,0,0,0,0,0
NA18543,0,0,0,0,0,0,0,0
NA18544,0,0,0,0,0,0,0,0
NA18545,0,0,0,0,0,0,0,0
NA18546,0,0,0,0,0,0,0,0
NA18547,0,0,0,0,0,0,0,0
NA18548,0,0,0,0,0,0,0,0
NA18549,0,0,0,0,0,0,0,0
NA18550,0,0,0,0,0,0,0,0
NA18552,0,0,0,0,0,0,0,0
NA18553,0,0,0,0,0,0,0,0
NA18555,0,0,0,0,0,0,0,0
NA18557,0,0,0,0,0,0,0,0
NA18558,0,0,0,0,0,0,0,0
NA18559,0,0,0,0,0,0,0,0
NA18560,0,0,0,0,0,0,0,0
NA18561,0,0,0,0,0,0,0,0
NA18562,0,0,0,0,0,0,0,0
NA18563,0,0,0,0,0,0,0,0
NA18564,0,0,0,0,0,0,0,0
NA18565,0,0,0,0,0,0,0,0
NA18566,0,0,0,0,0,0,0,0
NA18567,0,0,0,0,0,0,0,0
NA18570,0,0,0,0,0,0,0,0
NA18571,0,0,0,0,0,0,0,0
NA18572,0,0,0,0,0,0,0,0
NA18573,0,0,0,0,0,0,0,0
NA18574,0,0,0,0,0,0,0,0
NA18577,0,0,0,0,0,0,0,0
NA18579,0,0,0,0,0,1,0,0
NA18582,0,0,0,0,0,0,0,0
NA18591,0,0,0,0,0,0,0,0
NA18592,0,0,0,0,0,1,0,0
NA18593,0,0,0,0,0,0,0,0
NA18595,0,0,0,0,0,0,0,0
NA18596,0,0,0,0,0,0,0,0
NA18597,0,0,0,0,0,0,0,0
NA18599,0,0,0,0,0,0,0,0
NA18602,0,0,0,0,0,0,0,0
NA18603,0,0,0,0,0,0,0,0
NA18605,0,0,0,0,0,0,0,0
NA18606,0,0,0,0,0,0,0,0
NA18608,0,0,0,0,0,0,0,0
NA18609,0,0,0,0,0,0,0,0
NA18610,0,0,0,0,0,0,0,0
NA18611,0,0,0,0,0,0,0,0
NA18612,0,0,0,0,0,0,0,0
NA18613,0,0,0,0,0,0,0,0
NA18614,0,0,0,0,0,0,0,0
NA18615,0,0,0,0,0,0,0,0
NA18616,0,0,0,0,0,0,0,0
NA18617,0,0,0,0,0,0,0,0
NA18618,0,0,0,0,0,0,0,0
NA18619,0,0,0,0,0,0,0,0
NA18620,0,0,0,0,0,0,0,0
NA18621,0,0,0,0,0,0,0,0
NA18622,0,0,0,0,0,0,0,0
NA18623,0,0,0,0,0,0,0,0
NA18624,0,0,0,0,0,0,0,0
NA18625,0,0,0,0,0,0,0,0
NA18626,0,0,0,0,0,0,0,0
NA18627,0,0,0,0,0,0,0,0
NA18628,0,0,0,0,0,0,0,0
NA18629,0,0,0,0,0,0,0,0
NA18630,0,0,0,0,0,0,0,0
NA18631,0,0,0,0,0,0,0,0
NA18632,0,0,0,0,0,0,0,0
NA18633,0,0,0,0,0,0,0,0
NA18634,0,0,0,0,0,0,0,0
NA18635,0,0,0,0,0,1,0,0
NA18636,0,0,0,0,0,0,0,0
NA18637,0,0,0,0,0,0,0,0
NA18638,0,0,0,0,0,0,0,0
NA18639,0,0,0,0,0,0,0,0
NA18640,0,0,0,0,0,0,0,0
NA18641,0,0,0,0,0,0,0,0
NA18642,0,0,0,0,0,0,0,0
NA18643,0,0,0,0,0,0,0,0
NA18644,0,0,0,0,0,1,0,0
NA18645,0,0,0,0,0,0,0,0
NA18646,0,0,0,0,0,0,0,0
NA18647,0,0,0,0,0,0,0,0
NA18648,0,0,0,0,0,0,0,0
NA18740,0,0,0,0,0,0,0,0
NA18745,0,0,0,0,0,0,0,0
NA18747,0,0,0,0,0,0,0,0
NA18748,0,0,0,0,0,0,0,0
NA18749,0,0,0,0,0,0,0,0
NA18757,0,0,0,0,0,0,0,0
NA18853,0,0,0,0,0,0,0,0
NA18856,0,0,0,0,0,0,0,0
NA18858,0,0,0,0,0,0,0,0
NA18861,0,0,0,0,0,0,0,0
NA18864,0,0,0,1,0,0,0,0
NA18865,0,0,0,0,0,0,0,0
NA18867,0,0,0,0,0,0,0,0
NA18868,0,0,0,0,0,0,0,0
NA18870,0,0,0,0,0,0,0,0
NA18871,0,0,0,0,0,0,0,0
NA18873,0,0,0,0,0,0,0,0
NA18874,0,0,0,0,0,0,0,0
NA18876,0,0,0,0,0,0,0,0
NA18877,0,0,0,0,0,0,0,0
NA18878,0,0,0,0,0,0,0,0
NA18879,0,0,0,0,0,0,0,0
NA18881,0,0,0,0,0,0,0,0
NA18907,0,0,0,0,0,0,0,0
NA18908,0,0,0,0,0,0,0,0
NA18909,0,0,0,0,0,0,0,0
NA18910,0,0,0,0,0,0,0,0
NA18912,0,0,0,0,0,0,0,0
NA18915,0,0,0,0,0,0,0,0
NA18916,0,0,0,0,0,0,0,0
NA18917,0,0,0,0,0,0,0,0
NA18923,0,0,0,0,0,0,0,0
NA18924,0,0,0,0,0,0,0,0
NA18933,0,0,0,0,0,0,0,0
NA18934,0,0,0,0,0,0,0,0
NA18939,0,0,0,0,0,0,0,0
NA18940,0,0,0,0,0,0,0,0
NA18941,0,0,0,0,0,0,0,0
NA18942,0,0,0,0,0,0,0,0
NA18943,0,0,0,0,0,0,0,0
NA18944,0,0,0,0,0,0,0,0
NA18945,0,0,0,0,0,0,0,0
NA18946,0,0,1,0,0,0,1,0
NA18947,0,0,0,0,0,0,0,0
NA18948,0,0,0,0,0,0,0,0
NA18949,0,0,0,0,0,0,0,0
NA18950,0,0,0,0,0,0,0,0
NA18951,0,0,0,0,0,0,0,0
NA18952,0,0,0,0,0,0,0,0
NA18953,0,0,0,0,0,0,0,0
NA18954,0,0,0,0,0,0,0,0
NA18956,0,0,0,0,0,1,0,0
NA18957,0,0,0,0,0,0,0,0
NA18959,0,0,0,0,0,0,0,0
NA18960,0,0,0,0,0,0,0,0
NA18961,0,0,0,0,0,0,0,0
NA18962,0,0,0,0,0,0,0,0
NA18963,0,0,0,1,0,0,0,0
NA18964,0,0,0,0,0,0,0,0
NA18965,0,0,0,0,0,0,0,0
NA18966,0,1,0,0,0,0,0,0
NA18967,0,0,0,0,0,0,0,0
NA18968,0,0,0,0,0,0,0,0
NA18969,0,0,0,0,0,0,0,0
NA18970,0,0,0,0,0,0,0,0
NA18971,0,0,0,0,0,0,0,0
NA18972,0,0,0,0,0,0,0,0
NA18973,0,0,0,0,0,0,0,0
NA18974,0,0,0,0,0,0,0,0
NA18975,0,0,0,0,0,0,0,0
NA18976,0,0,0,0,0,0,0,0
NA18977,0,0,0,0,0,0,0,0
NA18978,0,0,0,1,0,0,0,0
NA18979,0,0,0,0,0,0,0,0
NA18980,0,0,0,0,0,0,0,0
NA18981,0,0,0,0,0,0,0,0
NA18982,0,0,0,0,0,0,0,0
NA18983,0,0,0,0,0,0,0,0
NA18984,0,0,0,0,0,0,0,0
NA18985,0,0,0,0,0,0,0,0
NA18986,0,0,0,0,0,0,0,0
NA18987,0,0,0,0,0,0,0,0
NA18988,0,0,0,0,0,0,0,0
NA18989,0,0,0,0,0,0,0,0
NA18990,0,0,0,0,0,0,0,0
NA18991,0,0,0,0,0,0,0,0
NA18992,0,0,0,0,0,0,0,0
NA18993,0,0,0,0,0,0,0,0
NA18994,0,0,0,0,0,0,0,0
NA18995,0,0,0,0,0,0,0,0
NA18997,0,0,0,0,0,0,0,0
NA18998,0,0,0,0,0,0,0,0
NA18999,0,0,0,0,0,0,0,0
NA19000,0,0,0,0,0,0,0,0
NA19001,0,0,0,0,0,0,0,0
NA19002,0,0,0,0,0,0,0,0
NA19003,0,0,0,0,0,0,0,0
NA19004,0,0,0,0,0,0,0,0
NA19005,0,0,0,0,0,0,0,0
NA19006,0,0,0,0,0,0,0,0
NA19007,0,0,0,0,0,0,0,0
NA19009,0,0,0,0,0,0,0,0
NA19010,0,0,0,0,0,1,0,0
NA19011,0,0,0,0,0,0,0,0
NA19012,0,0,0,0,0,0,0,0
NA19017,0,0,0,0,0,0,0,0
NA19019,0,0,0,0,0,0,0,0
NA19020,0,0,0,0,0,0,0,0
NA19023,0,0,0,0,0,0,0,0
NA19024,0,0,0,0,0,0,0,0
NA19025,0,0,0,0,0,0,0,0
NA19026,0,0,0,0,0,0,0,0
NA19027,0,0,0,0,0,0,0,0
NA19028,0,0,0,0,0,0,0,0
NA19030,0,0,0,0,0,0,0,0
NA19031,0,0,0,0,0,0,0,0
NA19035,0,0,0,0,0,0,0,0
NA19036,0,0,0,0,0,0,0,0
