subject,male_y_dropout,male_y_gain,female_x_gain,female_x_loss,has_full_chrom,has_multi_band,high_variance,upd
HG01864,0,0,0,0,0,0,0,0
HG01865,0,0,0,0,0,0,0,0
HG01866,0,0,0,0,0,0,0,0
HG01867,0,0,0,0,0,0,0,0
HG01868,0,0,0,0,0,0,0,0
HG01869,0,0,0,0,0,0,0,0
HG01870,0,0,0,0,0,0,0,0
HG01871,0,0,0,0,0,0,0,0
HG01872,0,0,0,0,0,0,0,0
HG01873,0,0,0,0,0,0,1,0
HG01874,0,0,0,0,0,0,0,0
HG01878,0,0,0,0,0,0,0,0
HG01879,0,0,0,0,0,0,0,0
HG01880,0,0,0,0,0,0,0,0
HG01882,0,1,0,0,0,0,0,0
HG01883,0,0,0,0,0,0,0,0
HG01885,0,0,0,0,0,0,0,0
HG01886,0,0,0,0,0,0,0,0
HG01889,0,0,0,0,0,0,0,0
HG01890,0,0,0,0,0,0,0,0
HG01892,0,0,0,0,0,0,0,0
HG01893,0,0,0,0,0,0,0,0
HG01894,0,0,0,0,0,0,0,0
HG01896,0,0,0,0,0,0,0,0
HG01912,0,0,0,0,0,0,0,0
HG01914,0,0,0,0,0,0,0,0
HG01915,0,0,0,0,0,0,0,0
HG01917,0,0,0,0,0,1,1,0
HG01918,0,0,0,0,0,0,0,0
HG01920,0,0,0,0,0,0,0,0
HG01921,0,0,0,0,0,0,0,0
HG01923,0,0,0,0,0,0,0,0
HG01924,0,0,0,0,0,0,0,0
HG01926,0,0,0,0,0,0,0,0
HG01927,0,0,0,0,0,0,0,0
HG01932,0,0,0,0,0,0,0,0
HG01933,0,0,0,0,0,0,0,0
HG01935,0,0,0,0,0,0,0,0
HG01936,0,0,0,0,0,0,0,0
HG01938,0,0,0,0,0,0,0,0
HG01939,0,0,0,0,0,0,0,0
HG01941,0,0,0,0,0,0,0,0
HG01942,0,0,0,0,0,0,0,0
HG01944,0,0,0,0,0,0,0,0
HG01945,0,0,0,0,0,0,0,0
HG01947,0,0,0,0,0,0,0,0
HG01948,0,0,0,0,0,0,0,0
HG01950,0,0,0,0,0,0,0,0
HG01951,0,0,0,0,0,0,0,0
HG01953,0,0,0,0,0,0,0,0
HG01954,0,0,0,0,0,0,0,0
HG01956,0,0,0,0,0,0,0,0
HG01958,0,0,0,0,0,0,0,0
HG01961,0,0,0,0,0,0,1,0
HG01965,0,0,0,0,0,0,0,0
HG01967,1,0,0,0,0,0,0,0
HG01968,0,0,0,0,0,0,0,0
HG01970,0,0,0,0,0,0,0,0
HG01971,0,0,0,0,0,0,0,0
HG01973,0,0,0,0,0,0,0,0
HG01974,0,0,0,0,0,0,0,0
HG01976,0,0,0,0,0,0,0,0
HG01977,0,0,0,0,0,0,1,0
HG01979,0,0,0,0,0,0,0,0
HG01980,0,0,0,0,0,0,1,0
HG01982,0,0,0,0,0,0,0,0
HG01985,0,0,0,0,0,0,0,0
HG01986,0,0,0,0,0,0,0,0
HG01988,0,0,0,0,0,0,0,0
HG01989,0,0,0,0,0,0,0,0
HG01990,0,0,0,0,0,0,0,0
HG01991,0,0,0,0,0,0,0,0
HG01992,0,0,0,0,0,0,0,0
HG01997,0,0,0,0,0,0,0,0
HG02002,0,0,0,0,0,0,0,0
HG02003,0,0,0,0,0,0,0,0
HG02006,0,0,0,0,0,0,0,0
HG02008,0,0,0,0,0,0,0,0
HG02009,0,0,0,0,0,0,0,0
HG02010,0,0,0,0,0,0,0,0
HG02012,0,0,0,0,0,0,0,0
HG02013,0,0,0,0,0,0,0,0
HG02014,0,0,0,0,0,0,0,0
HG02016,0,0,0,0,0,0,0,0
HG02017,0,0,0,0,0,0,0,0
HG02019,0,0,0,0,0,0,0,0
HG02020,0,0,0,0,0,0,0,0
HG02023,0,0,0,0,0,0,0,0
HG02025,0,0,0,0,0,0,0,0
HG02026,0,0,0,0,0,0,0,0
HG02028,0,0,0,0,0,0,0,0
HG02029,0,0,0,0,0,0,0,0
HG02031,0,0,0,0,0,0,0,0
HG02032,0,0,0,0,0,0,0,0
HG02035,0,0,0,0,0,0,0,0
HG02040,0,0,0,0,0,0,0,0
HG02047,0,0,0,0,0,0,0,0
HG02048,0,0,0,0,0,0,0,0
HG02049,0,0,0,0,0,0,0,0
HG02050,0,0,0,0,0,0,0,0
HG02051,0,0,0,0,0,0,0,0
HG02052,0,0,0,0,0,0,0,0
HG02053,1,0,0,0,0,0,0,0
HG02054,0,0,0,0,0,0,1,0
HG02057,0,0,0,0,0,0,0,0
HG02058,0,0,0,0,0,0,0,0
HG02060,0,0,0,0,0,0,0,0
HG02061,0,0,0,0,0,0,0,0
HG02064,0,0,0,0,0,0,0,0
HG02067,0,0,0,0,0,0,0,0
HG02069,0,0,0,0,0,0,0,0
HG02070,0,0,0,0,0,0,0,0
HG02072,0,0,0,0,0,0,0,0
HG02073,0,0,0,0,0,0,0,0
HG02075,0,0,0,0,0,0,0,0
HG02076,0,0,0,0,0,0,0,0
HG02078,0,0,0,0,0,0,0,0
HG02079,0,0,0,0,0,0,0,0
HG02081,0,0,0,0,0,0,0,0
HG02082,0,0,0,0,0,0,0,0
HG02084,0,0,0,0,0,0,0,0
HG02085,0,0,0,0,0,0,0,0
HG02086,0,0,0,0,0,0,1,0
HG02087,0,0,0,0,0,0,0,0
HG02088,0,0,0,0,0,0,0,0
HG02089,0,0,0,0,0,0,0,0
HG02090,0,0,0,0,0,0,0,0
HG02095,0,0,0,0,0,0,0,0
HG02102,0,0,1,0,0,0,0,0
HG02104,0,0,0,0,0,0,0,0
HG02105,0,0,0,0,0,0,0,0
HG02107,0,0,0,0,0,0,0,0
HG02108,0,0,0,0,0,0,0,0
HG02111,0,0,0,0,0,0,0,0
HG02113,0,0,0,0,0,0,0,0
HG02116,0,0,0,0,0,0,0,0
HG02121,0,0,0,0,0,0,0,0
HG02122,0,0,0,0,0,0,0,0
HG02127,0,0,0,0,0,0,0,0
HG02128,0,0,0,0,0,0,0,0
HG02130,0,0,0,0,0,0,0,0
HG02131,0,0,0,0,0,0,0,0
HG02133,0,0,0,0,0,0,0,0
HG02134,0,0,0,0,0,0,0,0
HG02136,0,0,0,0,0,0,0,0
HG02137,0,0,0,0,0,0,0,0
HG02138,0,0,0,0,0,0,0,0
HG02139,0,0,0,0,0,0,0,0
HG02140,0,0,0,0,0,0,0,0
HG02141,0,0,0,0,0,0,0,0
HG02142,0,0,0,0,0,0,0,0
HG02143,0,0,0,0,0,0,0,0
HG02144,0,0,0,1,0,1,1,0
HG02146,0,0,0,0,0,0,0,0
HG02147,0,0,0,0,0,0,0,0
HG02150,0,0,0,0,0,0,0,0
HG02151,0,0,0,0,0,0,0,0
HG02152,0,0,0,0,0,0,0,0
HG02153,0,0,0,0,0,0,0,0
HG02154,0,0,0,0,0,0,0,0
HG02155,0,0,0,0,0,0,0,0
HG02156,0,0,0,0,0,0,0,0
HG02164,0,0,0,0,0,1,0,0
HG02165,0,0,0,0,0,0,0,0
HG02166,0,0,0,0,0,0,0,0
HG02178,0,0,0,0,0,0,0,0
HG02179,0,0,0,0,0,0,0,0
HG02180,0,0,0,0,0,0,0,0
HG02181,0,0,0,0,0,0,0,0
HG02182,0,0,0,0,0,0,0,0
HG02184,0,0,0,0,0,0,0,0
HG02185,0,0,0,0,0,0,0,0
HG02186,0,0,0,0,0,0,0,0
HG02187,0,0,0,0,0,0,0,0
HG02188,0,0,0,0,0,0,0,0
HG02190,0,0,0,0,0,0,0,0
HG02215,0,0,0,0,0,0,0,0
HG02219,0,0,0,0,0,0,0,0
HG02220,0,0,0,0,0,0,0,0
HG02221,0,0,0,0,0,0,0,0
HG02223,0,0,0,0,0,0,0,0
HG02224,0,0,0,0,0,0,0,0
HG02230,0,0,0,0,0,0,0,0
HG02231,0,0,0,0,0,0,0,0
HG02232,0,0,0,0,0,0,0,0
HG02233,0,0,0,0,0,0,0,0
HG02235,0,0,0,0,0,0,0,0
HG02236,0,0,0,0,0,0,0,0
HG02238,0,0,0,0,0,0,0,0
HG02239,0,0,0,0,0,0,0,0
HG02250,0,0,0,0,0,0,0,0
HG02252,0,0,0,0,0,0,0,0
HG02253,0,0,0,0,0,0,0,0
HG02255,0,0,0,0,0,0,0,0
HG02256,0,0,0,0,0,0,0,0
HG02259,0,0,0,0,0,0,0,0
HG02260,0,0,0,0,0,0,0,0
HG02262,0,0,0,0,0,0,0,0
HG02265,0,0,0,0,0,0,0,0
HG02266,0,0,0,0,0,0,0,0
HG02271,0,0,0,0,0,0,0,0
HG02272,0,0,0,0,0,0,0,0
HG02274,0,0,0,0,0,0,0,0
HG02275,0,0,0,0,0,0,0,0
HG02277,0,0,0,0,0,0,0,0
HG02278,0,0,0,0,0,1,0,0
HG02281,0,0,0,0,0,0,1,0
HG02282,0,0,0,0,0,0,0,0
HG02283,0,0,0,0,0,0,0,0
HG02284,0,0,0,0,0,0,0,0
HG02285,0,0,0,0,0,0,0,0
HG02286,0,0,0,0,0,0,0,0
HG02291,0,0,0,0,0,0,0,0
HG02292,0,0,0,0,0,0,0,0
HG02298,0,0,0,0,0,0,0,0
HG02299,0,0,0,0,0,0,0,0
HG02301,0,0,0,0,0,0,0,0
HG02304,0,0,0,0,0,0,0,0
HG02307,0,0,0,0,0,0,0,0
HG02308,0,0,0,0,0,0,0,0
HG02309,0,0,0,0,0,0,0,0
HG02312,0,0,0,0,0,0,0,0
HG02314,0,0,0,0,0,0,0,0
HG02315,0,0,0,0,0,0,0,0
HG02317,0,0,0,0,0,0,0,0
HG02318,0,0,0,0,0,0,0,0
HG02322,0,0,0,0,1,0,0,0
HG02323,0,0,0,0,0,0,0,0
HG02325,0,0,0,0,0,0,0,0
HG02330,0,0,0,0,0,0,0,0
HG02332,0,0,0,0,0,0,0,0
HG02334,0,0,0,0,0,0,0,0
HG02337,0,0,0,0,0,0,0,0
HG02339,0,0,0,0,0,0,0,0
HG02343,0,0,0,0,0,0,0,0
HG02345,0,0,0,0,0,0,0,0
HG02348,0,0,0,0,0,0,0,0
HG02351,0,0,0,0,0,0,0,0
HG02353,0,0,0,0,0,0,0,0
HG02355,0,0,0,0,0,0,0,0
HG02356,0,0,0,0,0,0,0,0
HG02360,0,0,0,0,0,0,0,0
HG02364,0,0,0,0,0,0,0,0
HG02367,0,0,0,0,0,0,0,0
HG02371,0,0,0,0,0,0,0,0
HG02373,0,0,0,0,0,0,0,0
HG02374,0,0,0,0,0,0,0,0
HG02375,0,0,0,0,0,0,0,0
HG02379,0,0,0,0,0,0,0,0
HG02380,0,0,0,0,0,0,0,0
HG02382,0,0,0,0,0,0,0,0
HG02383,0,0,0,0,0,0,0,0
HG02384,0,0,0,0,0,0,0,0
HG02385,0,0,0,0,0,0,0,0
HG02386,0,0,0,0,0,0,0,0
HG02389,0,0,0,0,0,0,0,0
HG02390,0,0,0,0,0,0,0,0
HG02391,0,0,0,0,0,0,0,0
HG02392,0,0,0,0,0,1,0,0
HG02394,0,0,0,0,0,0,0,0
HG02395,0,0,0,0,0,0,0,0
HG02396,0,0,0,0,0,0,0,0
HG02397,0,0,0,0,0,0,0,0
HG02398,0,0,0,0,0,0,0,0
HG02399,0,0,0,0,0,0,0,0
HG02401,0,0,0,0,0,0,0,0
HG02402,0,0,0,0,0,0,0,0
HG02406,0,0,0,0,0,0,0,0
HG02407,0,0,0,0,0,0,0,0
HG02408,0,0,0,0,0,0,0,0
HG02409,0,0,0,0,1,0,0,0
HG02410,0,0,0,0,0,0,0,0
HG02419,0,0,0,0,0,0,0,0
HG02420,0,0,0,0,0,0,0,0
HG02425,0,0,0,0,0,0,0,0
HG02427,0,0,0,0,0,0,0,0
HG02429,0,0,0,0,0,0,0,0
HG02433,0,0,0,0,0,0,0,0
HG02439,0,0,0,0,0,0,0,0
HG02442,0,0,0,0,0,0,0,0
HG02445,0,0,0,0,0,0,0,0
HG02449,0,0,0,0,0,0,0,0
HG02450,0,0,0,0,0,0,1,0
HG02455,0,0,0,0,0,0,0,0
HG02461,0,0,0,0,0,0,0,0
HG02462,0,0,0,0,0,0,0,0
HG02464,0,0,0,0,0,0,0,0
HG02465,0,0,0,0,0,1,0,0
HG02470,0,0,0,0,0,0,0,0
HG02471,0,0,0,0,0,0,0,0
HG02476,0,0,0,0,0,0,0,0
HG02477,0,0,0,0,0,0,0,0
HG02479,0,0,0,0,0,0,0,0
HG02481,0,0,0,0,0,0,0,0
HG02484,0,0,0,0,0,0,0,0
HG02485,0,0,0,0,1,0,0,0
HG02489,0,0,0,0,0,0,0,0
HG02490,0,0,0,0,0,0,0,0
HG02491,0,0,0,0,0,0,0,0
HG02493,0,0,0,0,0,0,0,0
HG02494,0,0,0,0,0,0,0,0
HG02496,0,0,0,0,0,0,0,0
HG02497,0,0,0,0,0,0,0,0
HG02501,0,0,0,0,0,0,0,0
HG02502,0,0,0,0,0,0,0,0
HG02505,0,0,0,0,0,0,0,0
HG02508,0,0,0,0,0,0,0,0
HG02511,0,0,0,0,0,0,0,0
HG02512,0,0,0,0,0,0,0,0
HG02513,0,0,0,0,0,0,0,0
HG02521,0,0,0,0,0,0,0,0
HG02522,0,0,0,0,0,0,0,0
HG02536,0,0,0,0,0,0,0,0
HG02537,0,0,0,0,0,0,0,0
HG02541,0,0,0,0,0,0,0,0
HG02545,0,0,0,0,0,0,0,0
HG02546,0,0,0,0,0,0,0,0
HG02549,0,0,0,0,0,0,0,0
HG02554,0,0,0,0,0,0,0,0
HG02555,0,0,0,0,0,0,0,0
HG02557,0,0,0,0,0,0,0,0
HG02558,0,0,0,0,0,0,0,0
HG02561,0,0,0,0,0,0,0,0
HG02562,0,0,0,0,0,0,0,0
HG02568,0,0,0,0,0,0,0,0
HG02570,0,0,0,0,0,0,0,0
HG02571,0,0,0,0,0,0,0,0
HG02573,0,0,0,0,0,0,0,0
HG02574,0,0,0,0,0,0,0,0
HG02577,0,0,0,0,0,0,0,0
HG02580,0,0,0,0,0,0,0,0
HG02582,0,0,0,0,0,0,0,0
HG02583,0,0,0,0,0,0,0,0
HG02585,0,0,0,0,0,0,0,0
HG02586,0,0,0,0,0,0,0,0
HG02588,0,0,0,0,0,0,0,0
HG02589,0,0,0,0,0,0,0,0
HG02594,0,0,0,0,0,0,0,0
HG02595,0,0,0,0,0,0,0,0
HG02597,0,0,0,0,0,0,0,0
HG02600,0,0,0,0,0,0,0,0
HG02601,0,0,0,0,0,0,0,0
HG02603,0,0,0,0,0,0,0,0
HG02604,0,0,0,0,0,0,0,0
HG02610,0,0,0,0,0,0,0,0
HG02611,0,0,0,0,0,0,0,0
HG02613,0,0,0,0,0,0,0,0
HG02614,0,0,0,0,0,0,0,0
HG02620,0,0,0,0,0,0,0,0
HG02621,0,0,0,0,0,0,0,0
HG02623,0,0,0,0,0,0,0,0
HG02624,0,0,0,0,0,0,0,0
HG02628,0,0,0,0,0,0,0,0
HG02629,0,0,0,0,0,0,0,0
HG02634,0,0,0,0,1,0,0,0
HG02635,0,0,0,0,0,0,0,0
HG02642,0,0,0,0,0,0,0,0
HG02643,0,0,0,0,0,0,0,0
HG02645,0,0,0,0,0,0,0,0
HG02646,0,0,0,0,0,0,0,0
HG02648,0,0,0,0,0,0,0,0
HG02649,0,0,0,0,0,0,0,0
HG02651,0,0,0,0,1,0,1,0
HG02652,0,0,0,1,1,0,1,0
HG02654,0,0,0,0,0,0,0,0
HG02655,0,0,0,0,0,0,0,0
HG02657,0,0,0,0,0,0,0,0
HG02658,0,0,0,0,0,0,0,0
HG02660,0,0,0,0,0,0,0,0
HG02661,0,0,0,0,0,0,0,0
HG02666,0,0,0,0,0,0,0,0
HG02667,0,0,0,0,0,0,0,0
HG02675,0,0,0,0,0,0,0,0
HG02676,0,0,0,0,0,0,0,0
HG02678,0,0,0,0,0,0,0,0
HG02679,0,0,0,0,0,0,0,0
HG02681,0,0,0,0,0,0,0,0
HG02682,0,0,0,0,0,0,0,0
HG02684,0,0,0,0,0,0,0,0
HG02685,0,0,0,0,0,0,0,0
HG02687,0,0,0,0,0,0,0,0
HG02688,0,0,0,0,0,0,0,0
HG02690,0,0,0,0,0,0,0,0
HG02691,0,0,0,0,0,0,0,0
HG02694,0,0,0,0,0,0,0,0
HG02696,0,0,0,0,0,0,0,0
HG02697,0,0,0,0,0,0,0,0
HG02699,0,0,0,0,0,0,0,0
HG02700,0,0,0,0,0,0,0,0
HG02702,0,0,0,0,0,0,0,0
HG02703,0,0,0,0,0,0,0,0
HG02715,0,0,0,0,0,0,0,0
HG02716,0,0,0,0,0,0,0,0
HG02721,0,0,0,0,0,0,0,0
HG02722,0,0,0,0,0,0,0,0
HG02724,0,0,0,0,0,0,0,0
HG02725,0,0,0,0,0,0,0,0
HG02727,0,0,0,0,0,0,0,0
HG02728,0,0,0,0,0,0,0,0
HG02731,0,0,0,0,0,0,0,0
HG02733,0,0,0,0,0,0,0,0
HG02734,0,0,0,0,0,0,0,0
HG02736,0,0,0,0,0,0,0,0
HG02737,0,0,0,0,0,0,0,0
HG02756,0,0,0,0,0,0,0,0
HG02757,0,0,0,0,0,0,0,0
HG02759,0,0,0,0,0,0,0,0
HG02760,0,0,0,0,0,0,0,0
HG02763,0,0,0,0,0,0,0,0
HG02768,0,0,0,0,0,0,0,0
HG02769,0,0,0,0,0,0,0,0
HG02771,0,0,0,0,0,0,0,0
HG02772,0,0,0,0,0,0,0,0
HG02774,0,0,0,0,0,0,0,0
HG02775,0,0,0,0,0,0,0,0
HG02778,0,0,0,0,0,0,0,0
HG02780,0,0,0,0,0,0,0,0
HG02783,0,0,0,0,0,0,0,0
HG02784,0,0,0,0,0,0,0,0
HG02786,0,0,0,0,0,0,0,0
HG02787,0,0,0,0,0,0,0,0
HG02789,0,0,0,0,0,0,0,0
HG02790,0,0,0,0,0,0,0,0
HG02792,0,0,0,0,0,0,0,0
HG02793,0,0,0,0,0,0,0,0
HG02798,0,0,0,0,0,0,0,0
HG02799,0,0,0,0,0,0,0,0
HG02804,0,0,0,0,0,0,0,0
HG02805,0,0,1,0,1,0,1,0
HG02807,0,0,0,0,0,0,0,0
HG02808,0,0,0,0,0,0,1,0
HG02810,0,0,0,0,0,0,1,0
HG02811,0,0,0,0,0,0,1,0
HG02813,0,0,0,0,0,0,0,0
HG02814,0,0,0,0,0,0,0,0
HG02816,0,0,0,0,0,0,1,0
HG02817,0,0,0,0,0,0,1,0
HG02819,0,0,0,0,0,0,1,0
HG02820,0,0,0,0,0,0,0,0
HG02836,0,0,0,0,0,0,0,0
HG02837,0,0,0,0,0,0,0,0
HG02839,0,0,0,0,0,0,1,0
HG02840,0,0,0,0,0,0,0,0
HG02851,0,0,0,0,0,0,0,0
HG02852,0,0,0,0,0,0,0,0
HG02854,0,0,0,0,0,0,0,0
HG02855,0,0,0,0,0,1,0,0
HG02860,0,0,0,0,0,0,0,0
HG02861,0,0,0,0,0,0,0,0
HG02870,0,0,0,0,0,0,0,0
HG02878,0,0,0,0,0,0,0,0
HG02879,0,0,0,0,0,0,0,0
HG02881,0,0,0,0,0,0,0,0
HG02882,0,0,0,0,0,0,0,0
HG02884,0,0,0,0,0,0,0,0
HG02885,0,0,0,0,0,0,0,0
HG02887,0,0,0,0,0,0,0,0
HG02888,0,0,0,0,0,0,0,0
HG02890,0,0,0,0,0,0,0,0
HG02891,0,0,0,0,0,0,0,0
HG02895,0,0,0,0,0,0,0,0
HG02896,0,0,0,0,0,0,0,0
HG02922,0,0,0,0,0,0,0,0
HG02923,0,0,0,0,0,0,0,0
HG02938,0,0,0,0,0,0,0,0
HG02941,0,0,0,0,0,0,0,0
HG02943,0,0,0,0,0,0,0,0
HG02944,0,0,0,0,0,0,0,0
HG02946,0,0,0,0,0,0,0,0
HG02947,0,0,0,0,0,0,1,0
HG02952,0,0,0,0,0,0,0,0
HG02953,0,0,0,0,0,0,0,0
HG02968,0,0,0,0,0,0,0,0
HG02970,0,0,0,0,0,0,0,0
HG02971,0,0,0,0,0,0,0,0
HG02973,0,0,0,0,0,0,0,0
HG02974,0,0,0,0,0,0,0,0
HG02976,0,0,0,0,0,0,0,0
HG02977,0,0,0,0,0,0,0,0
HG02979,0,0,0,0,0,0,0,0
HG02981,0,0,0,0,0,0,0,0
HG02982,0,0,0,0,0,0,0,0
HG02983,0,0,0,0,0,0,0,0
HG03006,0,0,0,0,0,0,0,0
HG03007,0,0,0,0,0,0,0,0
HG03009,0,0,0,0,0,0,0,0
HG03012,0,0,0,0,0,0,0,0
HG03015,0,0,0,0,0,0,0,0
HG03016,0,0,0,1,0,0,0,0
HG03018,0,0,0,0,0,0,0,0
HG03019,0,0,0,1,0,0,0,0
HG03021,0,0,0,0,0,0,0,0
HG03022,0,0,0,0,0,0,0,0
HG03024,0,0,0,0,0,0,0,0
HG03025,0,0,0,0,0,0,0,0
HG03027,0,0,0,0,0,0,0,0
HG03028,0,0,0,0,0,0,0,0
HG03039,0,0,0,0,0,0,0,0
HG03040,0,0,0,0,0,0,0,0
HG03045,0,0,0,0,0,0,0,0
HG03046,0,0,0,0,0,0,0,0
HG03048,0,0,0,0,0,0,0,0
HG03049,0,0,0,0,0,0,0,0
HG03052,0,0,0,0,0,0,0,0
HG03054,0,0,0,0,0,0,0,0
HG03055,0,0,0,1,0,0,1,0
HG03057,0,0,0,0,0,0,0,0
HG03058,0,0,0,0,0,0,0,0
HG03060,0,0,0,0,0,0,0,0
HG03061,0,0,0,0,0,1,0,0
HG03063,0,0,0,0,0,0,0,0
HG03064,0,0,0,0,0,0,0,0
HG03066,0,0,0,0,0,0,0,0
HG03069,0,0,0,0,0,0,0,0
HG03072,0,0,0,0,0,0,0,0
HG03073,0,0,0,0,0,0,0,0
HG03074,0,0,0,0,0,0,0,0
HG03077,0,0,0,0,0,0,1,0
HG03078,0,0,0,0,0,0,0,0
HG03079,0,0,0,0,0,0,0,0
HG03081,0,0,0,0,0,0,0,0
HG03082,0,0,0,0,0,0,0,0
HG03084,0,0,0,0,0,0,0,0
HG03085,0,0,0,0,0,0,0,0
HG03086,0,0,0,0,0,0,0,0
HG03088,0,0,0,0,0,0,0,0
HG03091,0,0,0,0,0,0,0,0
HG03095,0,0,0,0,0,0,0,0
HG03096,0,0,0,0,0,0,0,0
HG03097,0,0,0,0,0,0,0,0
HG03099,0,0,0,0,0,0,0,0
HG03100,0,0,0,0,0,0,0,0
HG03103,0,0,0,0,0,0,0,0
HG03105,0,0,0,0,0,0,0,0
HG03108,0,0,0,0,0,0,0,0
HG03109,0,0,0,0,0,0,0,0
HG03111,0,0,0,0,0,0,0,0
HG03112,0,0,0,0,0,0,0,0
HG03114,0,0,0,0,0,0,0,0
HG03115,0,0,0,0,0,0,0,0
HG03117,0,0,0,0,0,0,0,0
HG03118,0,0,0,0,1,0,0,0
HG03120,0,0,0,0,0,0,0,0
HG03121,0,0,0,0,0,0,0,0
HG03123,0,0,0,0,0,0,0,0
HG03124,0,0,0,0,0,0,0,0
HG03126,0,0,0,0,0,0,0,0
HG03127,0,0,0,0,0,0,0,0
HG03129,0,0,0,0,0,0,0,0
HG03130,0,0,0,0,0,0,0,0
HG03132,0,0,0,0,0,0,0,0
HG03133,0,0,0,0,0,0,0,0
HG03135,0,0,0,0,0,0,0,0
HG03136,0,0,0,0,0,0,0,0
HG03139,0,0,0,0,0,0,0,0
HG03157,0,0,0,0,0,0,0,0
HG03159,0,0,0,0,0,0,0,0
HG03160,0,0,0,0,0,0,0,0
HG03162,0,0,0,0,0,0,0,0
HG03163,0,0,0,0,0,0,0,0
HG03166,0,0,0,0,0,0,0,0
HG03168,0,0,0,0,0,0,0,0
HG03169,0,0,0,0,0,0,0,0
HG03172,0,0,0,0,0,0,0,0
HG03175,0,0,0,0,0,0,0,0
HG03189,0,0,0,0,0,0,0,0
HG03190,0,0,0,0,0,0,0,0
HG03193,0,0,0,0,0,0,0,0
HG03195,0,0,0,0,0,0,0,0
HG03196,0,0,0,0,0,0,0,0
HG03198,0,0,0,0,0,0,0,0
HG03199,0,0,0,0,0,0,0,0
HG03202,0,0,0,0,0,0,0,0
HG03209,0,0,0,0,0,0,0,0
HG03212,0,0,0,0,0,0,0,0
HG03224,0,0,0,0,0,0,0,0
HG03225,0,0,0,0,0,0,0,0
HG03228,0,0,0,0,0,0,0,0
HG03229,0,0,0,0,0,0,0,0
HG03234,0,0,0,0,0,0,0,0
HG03235,0,0,0,0,0,0,0,0
HG03237,0,0,0,0,0,0,0,0
HG03238,0,0,0,0,0,1,0,0
HG03240,0,0,0,0,0,0,0,0
HG03241,0,0,0,0,0,0,0,0
HG03246,0,0,0,0,0,0,0,0
HG03247,0,0,0,0,0,0,0,0
HG03258,0,0,0,0,0,0,0,0
HG03259,0,0,0,0,0,0,0,0
HG03265,0,0,0,0,0,0,0,0
HG03267,0,0,0,0,0,0,0,0
HG03268,0,0,0,0,0,0,0,0
HG03270,0,0,0,0,0,0,0,0
HG03271,0,0,0,0,0,0,0,0
HG03279,0,0,0,0,0,0,0,0
HG03280,0,0,0,0,0,0,0,0
HG03291,0,0,0,0,0,0,0,0
HG03294,0,0,0,0,0,0,0,0
HG03295,0,0,0,0,0,0,0,0
HG03297,0,0,0,0,0,0,0,0
HG03298,0,0,0,0,0,0,0,0
HG03300,0,0,0,0,0,0,0,0
HG03301,0,0,0,0,0,0,0,0
HG03303,0,0,0,0,0,0,0,0
HG03304,0,0,0,0,0,0,0,0
HG03311,0,0,0,0,0,0,0,0
HG03313,0,0,0,0,0,0,0,0
HG03342,0,0,0,0,0,0,0,0
HG03343,0,0,0,0,0,0,0,0
HG03351,0,0,0,0,0,0,0,0
HG03352,1,0,0,0,0,0,0,0
HG03354,0,0,0,0,0,0,0,0
HG03363,0,0,0,0,0,1,0,0
HG03366,0,0,0,0,0,0,0,0
HG03367,0,0,0,0,0,0,0,0
HG03369,0,0,0,0,0,0,0,0
HG03370,0,0,0,0,0,0,0,0
HG03372,0,0,0,0,0,0,0,0
HG03376,0,0,0,0,0,0,0,0
HG03378,0,0,0,0,0,0,0,0
HG03380,0,0,0,0,0,0,0,0
HG03382,0,0,0,0,0,0,0,0
HG03385,0,0,0,0,0,0,0,0
HG03388,0,0,0,0,0,0,0,0
HG03391,0,0,0,0,0,0,0,0
HG03394,0,0,0,0,0,0,0,0
HG03397,0,0,0,0,0,0,0,0
HG03401,0,0,0,1,0,0,1,0
HG03410,0,0,0,0,0,0,0,0
HG03419,0,0,0,0,0,0,0,0
HG03428,0,0,0,0,0,0,1,0
HG03432,0,0,0,0,0,0,0,0
HG03433,0,0,0,0,0,0,0,0
HG03436,0,0,0,0,0,0,0,0
HG03437,0,0,0,0,0,0,0,0
HG03439,0,0,0,0,0,1,0,0
HG03442,0,0,0,0,0,0,0,0
HG03445,0,0,0,0,0,0,0,0
HG03446,0,0,0,0,0,0,0,0
HG03449,0,0,0,0,0,0,0,0
HG03451,0,0,0,0,0,0,0,0
HG03452,0,0,0,0,0,0,0,0
HG03455,0,0,0,0,0,1,0,0
HG03457,0,0,0,0,0,0,0,0
HG03458,0,0,0,0,0,0,0,0
HG03460,0,0,0,0,0,0,0,0
HG03461,0,0,0,0,0,0,0,0
HG03464,0,0,0,0,0,0,0,0
HG03469,0,0,0,0,0,0,0,0
HG03470,0,0,0,0,0,0,0,0
HG03472,0,0,0,0,0,0,0,0
HG03473,0,0,0,0,0,0,0,0
HG03476,0,0,0,0,0,0,0,0
HG03478,0,0,0,0,0,0,0,0
HG03479,0,0,0,0,0,0,0,0
HG03484,0,0,0,0,0,0,0,0
HG03485,0,0,0,0,0,0,0,0
HG03488,0,0,0,0,0,0,0,0
HG03490,0,0,0,0,0,0,0,0
HG03491,0,0,0,0,0,0,0,0
HG03499,0,0,0,0,0,0,0,0
HG03511,0,0,0,1,0,0,0,0
HG03514,0,0,0,0,0,0,0,0
HG03515,0,0,0,0,0,0,0,0
