HG01781,126
HG01783,108
HG01784,109
HG01785,125
HG01786,172
HG01789,108
HG01790,107
HG01791,98
HG01794,108
HG01795,133
HG01796,108
HG01797,111
HG01798,154
HG01799,100
HG01800,110
HG01801,112
HG01802,113
HG01804,104
HG01805,102
HG01806,106
HG01807,107
HG01808,112
HG01809,114
HG01810,105
HG01811,109
HG01812,107
HG01813,117
HG01815,105
HG01816,116
HG01817,111
HG01840,111
HG01841,112
HG01842,110
HG01843,110
HG01844,108
HG01845,109
HG01846,105
HG01847,113
HG01848,117
HG01849,116
HG01850,120
HG01851,111
HG01852,113
HG01853,111
HG01855,116
HG01857,110
HG01858,115
HG01859,106
HG01860,108
HG01861,116
HG01862,114
HG01863,111
HG01864,115
HG01865,114
HG01866,109
HG01867,111
HG01868,110
HG01869,104
HG01870,106
HG01871,110
HG01872,114
HG01873,113
HG01874,111
HG01878,113
HG01879,109
HG01880,100
HG01882,110
HG01883,110
HG01885,110
HG01886,113
HG01889,100
HG01890,109
HG01892,108
HG01893,101
HG01894,140
HG01896,107
HG01912,100
HG01914,102
HG01915,101
HG01917,104
HG01918,108
HG01920,106
HG01921,104
HG01923,103
HG01924,111
HG01926,109
HG01927,114
HG01932,109
HG01933,109
HG01935,117
HG01936,105
HG01938,116
HG01939,115
HG01941,116
HG01942,112
HG01944,114
HG01945,110
HG01947,102
HG01948,116
HG01950,102
HG01951,102
HG01953,115
HG01954,103
HG01956,109
HG01958,110
HG01961,100
HG01965,105
HG01967,102
HG01968,112
HG01970,106
HG01971,112
HG01973,98
HG01974,101
HG01976,108
HG01977,101
HG01979,115
HG01980,98
HG01982,113
HG01985,99
HG01986,100
HG01988,104
HG01989,103
HG01990,102
HG01991,101
HG01992,100
HG01997,99
HG02002,111
HG02003,103
HG02006,112
HG02008,100
HG02009,99
HG02010,100
HG02012,133
HG02013,113
HG02014,105
HG02016,99
HG02017,100
HG02019,100
HG02020,102
HG02023,106
HG02025,108
HG02026,98
HG02028,99
HG02029,109
HG02031,105
HG02032,109
HG02035,114
HG02040,111
HG02047,112
HG02048,107
HG02049,111
HG02050,124
HG02051,115
HG02052,103
HG02053,102
HG02054,99
HG02057,109
HG02058,114
HG02060,109
HG02061,117
HG02064,102
HG02067,111
HG02069,98
HG02070,103
HG02072,110
HG02073,109
HG02075,107
HG02076,112
HG02078,101
HG02079,103
HG02081,101
HG02082,101
HG02084,101
HG02085,104
HG02086,103
HG02087,111
HG02088,114
HG02089,101
HG02090,105
HG02095,108
HG02102,105
HG02104,114
HG02105,101
HG02107,142
HG02108,109
HG02111,109
HG02113,107
HG02116,106
HG02121,100
HG02122,110
HG02127,111
HG02128,107
HG02130,109
HG02131,110
HG02133,114
HG02134,110
HG02136,106
HG02137,109
HG02138,112
HG02139,112
HG02140,112
HG02141,108
HG02142,112
HG02143,146
HG02144,99
HG02146,102
HG02147,110
HG02150,111
HG02151,113
HG02152,108
HG02153,112
HG02154,110
HG02155,104
HG02156,111
HG02164,123
HG02165,109
HG02166,106
HG02178,107
HG02179,108
HG02180,112
HG02181,108
HG02182,114
HG02184,111
HG02185,110
HG02186,109
HG02187,105
HG02188,107
HG02190,110
HG02215,114
HG02219,121
HG02220,108
HG02221,108
HG02223,106
HG02224,110
HG02230,110
HG02231,104
HG02232,108
HG02233,110
HG02235,106
HG02236,111
HG02238,110
HG02239,106
HG02250,107
HG02252,118
HG02253,109
HG02255,109
HG02256,103
HG02259,114
HG02260,114
HG02262,122
HG02265,103
HG02266,110
HG02271,112
HG02272,116
HG02274,114
HG02275,107
HG02277,109
HG02278,105
HG02281,100
HG02282,111
HG02283,109
HG02284,109
HG02285,107
HG02286,104
HG02291,108
HG02292,114
HG02298,105
HG02299,107
HG02301,105
HG02304,110
HG02307,108
HG02308,108
HG02309,104
HG02312,108
HG02314,109
HG02315,101
HG02317,100
HG02318,101
HG02322,100
HG02323,111
HG02325,112
HG02330,104
HG02332,113
HG02334,110
HG02337,112
HG02339,101
HG02343,103
HG02345,114
HG02348,99
HG02351,117
HG02353,103
HG02355,103
HG02356,107
HG02360,102
HG02364,114
HG02367,105
HG02371,105
HG02373,163
HG02374,119
HG02375,124
HG02379,101
HG02380,109
HG02382,103
HG02383,104
HG02384,100
HG02385,99
HG02386,101
HG02389,99
HG02390,98
HG02391,105
HG02392,111
HG02394,107
HG02395,108
HG02396,109
HG02397,104
HG02398,100
HG02399,104
HG02401,104
HG02402,101
HG02406,107
HG02407,107
HG02408,101
HG02409,109
HG02410,111
HG02419,102
HG02420,103
HG02425,108
HG02427,107
HG02429,110
HG02433,111
HG02439,111
HG02442,106
HG02445,119
HG02449,116
HG02450,112
HG02455,114
HG02461,116
HG02462,113
HG02464,102
HG02465,103
HG02470,108
HG02471,114
HG02476,113
HG02477,111
HG02479,110
HG02481,108
HG02484,113
HG02485,105
HG02489,115
HG02490,118
HG02491,111
HG02493,108
HG02494,114
HG02496,107
HG02497,110
HG02501,108
HG02502,102
HG02505,102
HG02508,109
HG02511,124
HG02512,115
HG02513,113
HG02521,111
HG02522,101
HG02536,113
HG02537,112
HG02541,109
HG02545,99
HG02546,110
HG02549,115
HG02554,130
HG02555,115
HG02557,107
HG02558,110
HG02561,124
HG02562,128
HG02568,102
HG02570,112
HG02571,107
HG02573,113
HG02574,104
HG02577,124
HG02580,109
HG02582,106
HG02583,140
HG02585,100
HG02586,105
HG02588,110
HG02589,148
HG02594,102
HG02595,105
HG02597,107
HG02600,114
HG02601,103
HG02603,108
HG02604,106
HG02610,105
HG02611,106
HG02613,110
HG02614,104
HG02620,108
HG02621,103
HG02623,107
HG02624,130
HG02628,108
HG02629,107
HG02634,122
HG02635,113
HG02642,108
HG02643,104
HG02645,109
HG02646,108
HG02648,111
HG02649,104
HG02651,105
HG02652,110
HG02654,113
HG02655,108
HG02657,106
HG02658,106
HG02660,110
HG02661,106
HG02666,108
HG02667,106
HG02675,106
HG02676,107
HG02678,106
HG02679,111
HG02681,108
HG02682,103
HG02684,109
HG02685,109
HG02687,109
HG02688,109
HG02690,109
HG02691,121
HG02694,106
HG02696,116
HG02697,106
HG02699,108
HG02700,104
HG02702,104
HG02703,102
HG02715,119
HG02716,112
HG02721,108
HG02722,105
HG02724,112
HG02725,117
HG02727,110
HG02728,132
HG02731,105
HG02733,109
HG02734,102
HG02736,108
HG02737,112
HG02756,108
HG02757,137
HG02759,114
HG02760,99
HG02763,127
HG02768,120
HG02769,120
HG02771,110
HG02772,114
HG02774,103
HG02775,104
HG02778,107
HG02780,128
HG02783,112
HG02784,109
HG02786,119
HG02787,123
HG02789,97
HG02790,105
HG02792,101
HG02793,108
HG02798,120
HG02799,108
HG02804,115
HG02805,109
HG02807,140
HG02808,108
HG02810,108
HG02811,112
HG02813,102
HG02814,128
HG02816,118
HG02817,107
HG02819,114
HG02820,107
HG02836,112
HG02837,106
HG02839,113
HG02840,105
HG02851,99
HG02852,104
HG02854,116
HG02855,123
HG02860,111
HG02861,110
HG02870,113
HG02878,110
HG02879,108
HG02881,109
HG02882,110
HG02884,104
HG02885,141
HG02887,106
HG02888,99
HG02890,103
HG02891,108
HG02895,126
HG02896,110
HG02922,104
HG02923,110
HG02938,123
HG02941,109
HG02943,109
HG02944,122
HG02946,109
HG02947,107
HG02952,103
HG02953,103
HG02968,105
HG02970,100
HG02971,108
HG02973,103
HG02974,104
HG02976,114
HG02977,100
HG02979,112
HG02981,105
HG02982,103
HG02983,111
HG03006,131
HG03007,105
HG03009,103
HG03012,108
HG03015,110
HG03016,112
HG03018,109
HG03019,108
HG03021,112
HG03022,116
HG03024,106
HG03025,100
HG03027,103
HG03028,98
HG03039,103
HG03040,102
HG03045,111
HG03046,100
HG03048,111
HG03049,98
HG03052,105
HG03054,130
HG03055,112
HG03057,98
HG03058,110
HG03060,111
HG03061,118
HG03063,108
HG03064,115
HG03066,109
HG03069,129
HG03072,161
HG03073,126
HG03074,105
HG03077,108
HG03078,103
HG03079,100
HG03081,118
HG03082,118
HG03084,106
HG03085,105
HG03086,109
HG03088,111
HG03091,108
HG03095,100
HG03096,104
HG03097,113
HG03099,113
HG03100,113
HG03103,149
HG03105,113
HG03108,132
HG03109,116
HG03111,113
HG03112,108
HG03114,107
HG03115,98
HG03117,127
HG03118,109
HG03120,115
HG03121,113
HG03123,109
HG03124,109
HG03126,117
HG03127,101
HG03129,107
HG03130,147
HG03132,107
HG03133,126
HG03135,107
HG03136,107
HG03139,119
HG03157,116
HG03159,114
HG03160,99
HG03162,105
HG03163,110
HG03166,106
HG03168,113
HG03169,113
HG03172,107
HG03175,111
HG03189,106
HG03190,106
HG03193,111
HG03195,107
HG03196,102
HG03198,108
HG03199,107
HG03202,99
HG03209,112
HG03212,111
HG03224,105
HG03225,108
HG03228,102
HG03229,100
HG03234,110
HG03235,124
HG03237,113
HG03238,109
HG03240,107
HG03241,111
HG03246,104
HG03247,111
HG03258,121
HG03259,137
HG03265,104
HG03267,123
HG03268,109
HG03270,187
HG03271,107
HG03279,126
HG03280,124
HG03291,103
HG03294,102
HG03295,106
HG03297,103
HG03298,115
HG03300,111
HG03301,110
HG03303,107
HG03304,109
HG03311,113
HG03313,112
HG03342,113
HG03343,146
HG03351,128
HG03352,102
HG03354,107
HG03363,104
HG03366,126
HG03367,124
HG03369,141
HG03370,107
HG03372,133
HG03376,107
HG03378,104
HG03380,109
HG03382,107
HG03385,110
HG03388,113
HG03391,110
HG03394,108
HG03397,102
HG03401,98
HG03410,103
HG03419,112
HG03428,111
HG03432,119
HG03433,132
HG03436,112
HG03437,108
HG03439,113
HG03442,111
HG03445,104
HG03446,107
HG03449,113
HG03451,106
HG03452,134
HG03455,108
HG03457,145
HG03458,101
HG03460,115
HG03461,104
HG03464,106
HG03469,111
HG03470,122
HG03472,100
HG03473,98
HG03476,103
HG03478,120
HG03479,120
HG03484,100
HG03485,106
HG03488,110
HG03490,112
HG03491,109
HG03499,138
HG03511,113
HG03514,106
HG03515,107
HG03517,138
HG03518,109
HG03520,107
HG03521,112
HG03538,109
HG03539,105
HG03547,106
HG03548,108
HG03556,113
HG03557,121
HG03558,106
HG03559,110
HG03563,112
HG03565,113
HG03567,107
HG03571,123
HG03572,104
HG03575,113
HG03577,104
HG03578,110
HG03583,106
HG03585,109
HG03589,108
HG03593,107
HG03594,109
HG03595,126
HG03598,101
HG03600,103
HG03603,140
HG03604,111
HG03607,109
HG03611,234
HG03615,117
HG03616,107
HG03619,108
HG03624,104
HG03625,133
HG03629,107
HG03631,109
HG03634,114
HG03636,111
HG03640,110
HG03642,109
HG03643,108
HG03644,106
HG03645,108
HG03646,109
HG03649,111
HG03652,120
HG03653,104
HG03660,125
HG03663,110
HG03667,117
HG03668,109
HG03672,169
HG03673,109
HG03679,107
HG03680,103
HG03681,102
HG03684,109
HG03685,105
HG03686,112
HG03687,99
HG03689,125
HG03690,107
HG03691,118
HG03692,108
HG03693,115
HG03694,104
HG03695,109
HG03696,113
HG03697,108
HG03698,111
HG03702,116
HG03703,99
HG03705,110
HG03706,111
HG03708,135
HG03709,107
HG03711,105
HG03713,108
HG03714,113
HG03716,105
HG03717,119
HG03718,102
HG03720,107
HG03722,112
HG03727,115
HG03729,110
HG03730,103
HG03731,105
HG03733,122
HG03736,98
HG03738,111
HG03740,106
HG03741,117
HG03742,114
HG03743,111
HG03744,111
HG03745,102
HG03746,111
HG03750,113
HG03752,107
HG03753,109
HG03754,110
HG03755,100
HG03756,111
HG03757,100
HG03760,111
HG03762,103
HG03765,107
HG03767,104
HG03770,105
HG03771,113
HG03772,106
HG03773,135
HG03774,111
HG03775,110
HG03777,110
HG03778,131
HG03779,109
HG03780,104
HG03781,106
HG03782,100
HG03784,111
HG03785,103
HG03786,113
HG03787,104
HG03788,110
HG03789,110
HG03790,108
HG03792,107
HG03793,101
HG03796,105
HG03800,109
HG03802,114
HG03803,100
HG03805,118
HG03808,106
HG03809,113
HG03812,107
HG03814,100
HG03815,121
HG03817,114
HG03821,113
HG03823,105
HG03824,104
HG03826,103
HG03829,102
HG03830,101
HG03832,102
HG03833,115
HG03836,112
HG03837,110
HG03838,110
HG03844,106
HG03846,112
HG03848,106
HG03849,111
HG03850,111
HG03851,113
HG03854,117
HG03856,99
HG03857,107
HG03858,107
HG03861,108
HG03862,107
HG03863,103
HG03864,114
HG03866,107
HG03867,106
HG03868,115
HG03869,116
HG03870,100
HG03871,113
HG03872,107
HG03873,106
HG03874,114
HG03875,133
HG03882,104
HG03884,102
HG03885,104
HG03886,102
HG03887,107
HG03888,107
HG03890,119
HG03894,113
HG03895,106
HG03896,105
HG03897,127
HG03898,127
HG03899,114
HG03900,107
HG03902,143
HG03905,104
HG03907,113
HG03908,130
HG03910,112
HG03911,110
HG03913,111
HG03914,101
HG03916,110
HG03917,128
HG03919,129
HG03920,101
HG03922,128
HG03925,125
HG03926,103
HG03928,102
HG03931,106
HG03934,107
HG03937,99
HG03940,102
HG03941,110
HG03943,99
HG03944,110
HG03945,117
HG03947,116
HG03949,111
HG03950,107
HG03951,98
HG03953,93
HG03955,112
HG03960,100
HG03963,134
HG03965,122
HG03967,115
HG03968,122
HG03969,119
HG03971,106
HG03973,108
HG03974,105
HG03976,108
HG03977,99
HG03978,106
HG03985,114
HG03986,106
HG03989,120
HG03990,122
HG03991,126
HG03995,139
HG03998,112
HG03999,120
HG04001,131
HG04002,117
HG04003,137
HG04006,126
HG04014,120
HG04015,104
HG04017,124
HG04018,112
HG04019,119
HG04020,122
HG04022,116
HG04023,118
HG04025,124
HG04026,111
HG04029,112
HG04033,127
HG04035,99
HG04038,107
HG04039,114
HG04042,116
HG04047,119
HG04054,128
HG04056,104
HG04059,110
HG04060,143
HG04061,129
HG04062,114
HG04063,110
HG04070,111
HG04075,119
HG04076,115
HG04080,126
HG04090,121
HG04093,111
HG04094,104
HG04096,111
HG04098,113
HG04099,111
HG04100,143
HG04106,133
HG04107,105
HG04118,110
HG04131,124
HG04134,115
HG04140,125
HG04141,137
HG04144,115
HG04146,110
HG04152,127
HG04153,150
HG04155,116
HG04156,117
HG04158,113
HG04159,124
HG04161,113
HG04162,103
HG04164,132
HG04171,118
HG04173,114
HG04176,102
HG04177,114
HG04180,116
HG04182,109
HG04183,145
HG04185,103
HG04186,119
HG04188,116
HG04189,117
HG04194,110
HG04195,112
HG04198,146
HG04200,120
HG04202,107
HG04206,124
HG04209,108
HG04210,126
HG04211,106
HG04212,134
HG04214,129
HG04216,122
HG04219,112
HG04222,136
HG04225,134
HG04227,112
HG04229,98
HG04235,119
HG04238,106
HG04239,103
NA06984,113
NA06985,117
NA06986,107
NA06989,96
NA06994,102
NA07000,123
NA07037,115
NA07048,110
NA07051,108
NA07056,106
NA07347,113
NA07357,102
NA10847,111
NA10851,110
NA11829,125
NA11830,114
NA11831,119
NA11832,109
NA11840,111
NA11843,102
NA11881,111
NA11892,110
NA11893,109
NA11894,111
NA11918,102
NA11919,107
NA11920,106
NA11930,103
NA11931,113
NA11932,112
NA11933,108
NA11992,105
NA11994,114
NA11995,100
NA12003,121
NA12004,114
NA12005,104
NA12006,110
NA12043,127
NA12044,113
NA12045,112
NA12046,106
NA12058,112
NA12144,107
NA12154,111
NA12155,111
NA12156,122
NA12234,107
NA12249,123
NA12272,112
NA12273,110
NA12275,98
NA12282,117
NA12283,139
NA12286,112
NA12287,112
NA12340,111
NA12341,119
NA12342,131
NA12347,117
NA12348,105
NA12383,110
NA12399,133
NA12400,132
NA12413,99
NA12414,103
NA12489,109
NA12546,105
NA12716,114
NA12717,113
NA12718,108
NA12748,114
NA12749,104
NA12750,118
NA12751,128
NA12760,118
NA12761,113
NA12762,118
NA12763,112
NA12775,112
NA12776,112
NA12777,111
NA12778,99
NA12812,122
NA12813,184
NA12814,112
NA12815,118
NA12827,160
NA12828,106
NA12829,175
NA12830,102
NA12842,108
NA12843,103
NA12872,140
NA12873,132
NA12874,117
NA12878,109
NA12889,139
NA12890,104
NA18486,108
NA18488,105
NA18489,195
NA18498,101
NA18499,113
NA18501,98
NA18502,99
NA18504,104
NA18505,124
NA18507,109
NA18508,155
NA18510,101
NA18511,136
NA18516,110
NA18517,111
NA18519,100
NA18520,108
NA18522,102
NA18523,114
NA18525,110
NA18526,117
NA18528,101
NA18530,113
NA18531,102
NA18532,102
NA18533,103
NA18534,101
NA18535,101
NA18536,101
NA18537,110
NA18538,141
NA18539,126
NA18541,121
NA18542,109
NA18543,107
NA18544,107
NA18545,116
NA18546,108
NA18547,133
NA18548,111
NA18549,110
NA18550,104
NA18552,107
NA18553,114
NA18555,113
NA18557,108
NA18558,106
NA18559,121
NA18560,106
NA18561,105
NA18562,123
NA18563,115
NA18564,112
NA18565,174
NA18566,107
NA18567,115
NA18570,103
NA18571,114
NA18572,162
NA18573,109
NA18574,113
NA18577,111
NA18579,111
NA18582,113
NA18591,146
NA18592,117
NA18593,110
NA18595,106
NA18596,104
NA18597,104
NA18599,121
NA18602,100
NA18603,117
NA18605,111
NA18606,140
NA18608,110
NA18609,117
NA18610,105
NA18611,117
NA18612,158
NA18613,109
NA18614,103
NA18615,113
NA18616,108
NA18617,110
NA18618,118
NA18619,110
NA18620,120
NA18621,105
NA18622,114
NA18623,111
NA18624,107
NA18625,114
NA18626,122
NA18627,106
NA18628,107
NA18629,138
NA18630,152
NA18631,110
NA18632,109
NA18633,137
NA18634,104
NA18635,117
NA18636,120
NA18637,112
NA18638,185
NA18639,105
NA18640,112
NA18641,113
NA18642,118
NA18643,120
NA18644,145
NA18645,110
NA18646,101
NA18647,113
NA18648,117
NA18740,114
NA18745,114
NA18747,108
NA18748,122
NA18749,101
NA18757,100
NA18853,113
NA18856,108
NA18858,116
NA18861,107
NA18864,100
NA18865,109
NA18867,108
NA18868,111
NA18870,114
NA18871,146
NA18873,108
NA18874,101
NA18876,107
NA18877,108
NA18878,121
NA18879,136
NA18881,188
NA18907,109
NA18908,107
NA18909,108
NA18910,110
NA18912,113
NA18915,133
NA18916,113
NA18917,109
NA18923,110
NA18924,112
NA18933,103
NA18934,101
NA18939,103
NA18940,114
NA18941,108
NA18942,113
NA18943,111
NA18944,102
NA18945,111
NA18946,103
NA18947,107
NA18948,106
NA18949,109
NA18950,108
NA18951,116
NA18952,114
NA18953,110
NA18954,110
NA18956,104
NA18957,105
NA18959,147
NA18960,113
NA18961,107
NA18962,116
NA18963,110
NA18964,108
NA18965,118
NA18966,117
NA18967,120
NA18968,120
NA18969,116
NA18970,136
NA18971,114
NA18972,130
NA18973,119
NA18974,144
NA18975,111
NA18976,107
NA18977,110
NA18978,110
NA18979,126
NA18980,112
NA18981,99
NA18982,104
NA18983,104
NA18984,111
NA18985,107
NA18986,128
NA18987,101
NA18988,108
NA18989,144
NA18990,116
NA18991,105
NA18992,101
NA18993,110
NA18994,126
NA18995,118
NA18997,109
NA18998,112
NA18999,118
NA19000,116
NA19001,110
NA19002,118
NA19003,102
NA19004,110
NA19005,110
NA19006,106
NA19007,102
NA19009,127
NA19010,116
NA19011,114
NA19012,123
NA19017,124
NA19019,119
NA19020,110
NA19023,111
NA19024,110
NA19025,113
NA19026,107
NA19027,122
NA19028,110
NA19030,109
NA19031,182
NA19035,121
NA19036,167
NA19037,130
NA19038,113
NA19041,97
NA19042,131
NA19043,127
NA19054,110
NA19055,138
NA19056,112
NA19057,106
NA19058,106
